Time, Change, Value, Mean of the last 10 minutes
2011-01-03 03:04:00,0.0010264405827637591,0.004733563334913913,0.003707122752150154
2011-01-03 07:52:00,0.0012908345797953574,0.004938624814375826,0.003647790234580469
2011-01-03 09:11:00,0.0014876058970676492,0.004867548858938924,0.0033799429618712744
2011-01-03 09:13:00,0.0017489185574615825,0.005322469777326531,0.0035735512198649486
2011-01-03 09:14:00,0.0019414040428580308,0.005545561689721481,0.0036041576468634506
2011-01-03 09:21:00,0.0010066104768985617,0.0030201405623753405,0.004026751039273902
2011-01-03 09:22:00,0.001082185510526123,0.002741887019230769,0.003824072529756892
2011-01-03 13:42:00,0.0010086371529899343,0.003767488854512139,0.0027588517015222046
2011-01-04 05:44:00,0.0011242648734267587,0.005168558901245681,0.004044294027818922
2011-01-04 07:58:00,0.0014250061780956154,0.0045452756680177875,0.003120269489922172
2011-01-04 08:00:00,0.0017057402468153514,0.005016770622098778,0.0033110303752834267
2011-01-04 23:51:00,0.0024049436258341017,0.005601126745869251,0.003196183120035149
2011-01-05 18:21:00,0.0032417107063313546,0.005735150648341968,0.0024934399420106137
2011-01-06 04:02:00,0.0015444588561869276,0.004854335316155034,0.0033098764599681064
2011-01-06 04:03:00,0.0012044600347348357,0.0045473306670841575,0.0033428706323493217
2011-01-06 04:59:00,0.005410644263939687,0.009121614031408907,0.00371096976746922
2011-01-06 05:02:00,0.0011146499926282792,0.0031967987714842595,0.004311448764112539
2011-01-06 05:06:00,0.0010073775831647078,0.003361745338174657,0.004369122921339365
2011-01-06 05:35:00,0.0011974852637360472,0.002866467045722168,0.004063952309458215
2011-01-06 05:41:00,0.003992139714344756,0.007594753766665462,0.0036026140523207064
2011-01-06 05:49:00,0.0010711300615210543,0.002799320253360111,0.0038704503148811655
2011-01-06 07:17:00,0.0011963976995911616,0.0021107774764303243,0.003307175176021486
2011-01-06 09:33:00,0.0013958514576244748,0.003991130820399113,0.0025952793627746383
2011-01-06 09:55:00,0.001809057499152032,0.004319465436321693,0.002510407937169661
2011-01-06 10:59:00,0.0021101643666449664,0.004390509027294189,0.002280344660649223
2011-01-06 11:26:00,0.0019513746395074037,0.0042422371088348615,0.002290862469327458
2011-01-06 11:28:00,0.001132028805242056,0.003653281708611753,0.002521252903369697
2011-01-06 13:23:00,0.0013113601635309753,0.003769552953243867,0.0024581927897128915
2011-01-06 14:50:00,0.0010393574833916304,0.003320672147188215,0.0022813146637965845
2011-01-07 03:25:00,0.0010876690867981063,0.004573182197684826,0.00348551311088672
2011-01-07 09:32:00,0.0012136536983760418,0.003572527988853065,0.002358874290477023
2011-01-07 09:40:00,0.0014350158513510695,0.004009294047854459,0.0025742781965033897
2011-01-07 10:28:00,0.0020498114077411294,0.004465565581616836,0.0024157541738757064
2011-01-07 10:29:00,0.001653161623067103,0.004092217292241276,0.002439055669174173
2011-01-07 11:55:00,0.0012124967057653047,0.0038473963993068813,0.0026348996935415766
2011-01-07 13:47:00,0.0012248085929443906,0.0035866332303026768,0.002361824637358286
2011-01-07 22:59:00,0.0014052276641192598,0.00403710222669237,0.00263187456257311
2011-01-07 23:02:00,0.0010748945847357974,0.0039652173913043475,0.00289032280656855
2011-01-07 23:03:00,0.0010829275701128727,0.0040465262936621935,0.0029635987235493207
2011-01-07 23:04:00,0.0011012238546126533,0.004232239708366676,0.0031310158537540224
2011-01-08 07:26:00,0.006382605617846912,0.009286373829310118,0.002903768211463205
2011-01-08 09:14:00,0.001545818096333453,0.004701484909985545,0.003155666813652092
2011-01-08 09:34:00,0.00248931854639903,0.00570196171117939,0.0032126431647803598
2011-01-08 14:29:00,0.002336840994554713,0.006068050157659309,0.0037312091631045963
2011-01-08 22:58:00,0.0012019736744367207,0.002073180994055861,0.0032751546684925818
2011-01-09 02:36:00,0.0015694064317263736,0.0047978436657681945,0.003228437234041821
2011-01-09 05:50:00,0.001149977587746787,0.004479213970193617,0.0033292363824468305
2011-01-09 16:44:00,0.0011045927162086563,0.0037245812826675823,0.002619988566458926
2011-01-09 17:39:00,0.0014700489641349184,0.004028716257661186,0.0025586672935262672
2011-01-09 17:40:00,0.0014731480623277455,0.004061847469424282,0.0025886994070965365
2011-01-09 17:41:00,0.0011809207029591187,0.0039605024124392,0.0027795817094800816
2011-01-09 17:47:00,0.0010551267738971933,0.002485702449035957,0.0035408292229331504
2011-01-09 20:53:00,0.0015330692478388334,0.003930041778430852,0.002396972530592019
2011-01-09 20:55:00,0.0014226083516552137,0.004018340355750872,0.002595732004095658
2011-01-09 21:05:00,0.0012719773580966466,0.0021354038062315383,0.003407381164328185
2011-01-09 21:19:00,0.0014195383977368727,0.0010142417425190848,0.0024337801402559574
2011-01-09 21:20:00,0.001326565158938042,0.0009955702256762692,0.0023221353846143112
2011-01-09 21:21:00,0.0011707421549297702,0.0009334869697304348,0.002104229124660205
2011-01-09 21:22:00,0.0011665080077692467,0.0007708329916520428,0.0019373409994212895
2011-01-09 21:42:00,0.0016404304866214868,0.0024941050422197537,0.0008536745555982668
2011-01-09 21:43:00,0.001562750116950951,0.0024133316064413072,0.0008505814894903562
2011-01-09 21:44:00,0.0012414201655674023,0.0022811903903225384,0.0010397702247551361
2011-01-09 21:45:00,0.0010225342055261322,0.002246845446079981,0.0012243112405538488
2011-01-09 21:47:00,0.0010473220311607988,0.0026005555530943065,0.0015532335219335077
2011-01-09 22:59:00,0.0012600570907948315,0.0036927421325585815,0.00243268504176375
